file_name,paper,paperpack,papercup,can,bottle,pet,plastic,vinyl,cap,label 
GOPR5599.jpg,1,0,0,0,0,1,0,1,1,1,
GOPR5600.jpg,1,1,0,0,0,0,0,0,0,0,
GOPR5601.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5602.jpg,0,0,0,1,0,0,1,0,0,1,
GOPR5603.jpg,0,0,0,0,0,0,1,0,1,1,
GOPR5604.jpg,0,1,0,0,0,0,0,1,0,0,
GOPR5605.jpg,0,1,1,0,0,1,0,0,1,1,
GOPR5606.jpg,0,1,1,1,1,0,0,0,1,1,
GOPR5607.jpg,0,1,0,0,0,0,1,1,0,0,
GOPR5608.jpg,0,0,1,1,0,0,0,0,0,0,
GOPR5609.jpg,1,0,1,1,0,0,0,0,0,0,
GOPR5610.jpg,1,1,1,1,0,0,0,0,0,0,
GOPR5611.jpg,1,1,1,0,0,0,0,0,0,1,
GOPR5612.jpg,0,1,1,0,0,0,1,0,0,0,
GOPR5613.jpg,0,1,1,0,0,0,1,0,1,1,
GOPR5614.jpg,0,1,1,1,0,0,0,0,0,0,
GOPR5615.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5616.jpg,0,0,0,1,0,0,1,0,1,0,
GOPR5617.jpg,0,0,0,1,0,0,0,0,0,0,
GOPR5618.jpg,0,0,0,1,0,0,0,1,1,0,
GOPR5619.jpg,1,0,0,1,0,0,0,0,0,0,
GOPR5620.jpg,0,0,1,1,0,0,0,0,1,0,
GOPR5621.jpg,0,0,0,1,0,0,0,1,1,1,
GOPR5622.jpg,0,0,0,1,0,0,0,0,1,0,
GOPR5623.jpg,0,0,0,1,1,0,0,0,1,0,
GOPR5624.jpg,0,1,0,1,0,1,0,1,0,1,
GOPR5625.jpg,0,1,0,1,0,0,0,1,0,0,
GOPR5626.jpg,1,0,0,1,0,0,0,0,0,0,
GOPR5627.jpg,1,0,0,1,1,0,0,0,1,1,
GOPR5628.jpg,0,0,0,1,0,0,0,1,1,0,
GOPR5629.jpg,0,1,0,1,0,0,1,0,0,0,
GOPR5630.jpg,0,0,1,0,0,1,0,1,0,1,
GOPR5631.jpg,1,0,0,1,0,1,1,1,0,1,
GOPR5632.jpg,0,0,0,0,1,0,0,1,0,1,
GOPR5633.jpg,0,0,0,0,1,0,1,0,0,1,
GOPR5634.jpg,0,0,0,0,1,0,0,1,1,1,
GOPR5635.jpg,0,0,0,1,1,0,0,0,1,1,
GOPR5636.jpg,1,0,0,0,1,0,0,0,1,1,
GOPR5637.jpg,0,0,0,0,1,0,1,0,1,1,
GOPR5638.jpg,0,0,0,0,1,0,0,0,1,1,
GOPR5639.jpg,0,0,0,0,1,0,0,1,1,1,
GOPR5640.jpg,1,0,0,0,1,0,0,0,1,1,
GOPR5641.jpg,0,0,0,0,1,0,0,1,1,1,
GOPR5642.jpg,0,1,0,0,1,0,1,1,0,1,
GOPR5643.jpg,1,0,0,1,1,0,0,1,1,0,
GOPR5644.jpg,0,0,0,0,1,0,0,1,0,1,
GOPR5645.jpg,0,0,0,0,1,0,0,1,1,1,
GOPR5646.jpg,0,0,0,0,1,0,1,1,1,1,
GOPR5647.jpg,1,0,0,0,1,0,1,1,1,1,
GOPR5648.jpg,0,0,0,0,1,1,0,0,1,1,
GOPR5649.jpg,0,0,0,0,0,0,1,0,1,0,
GOPR5650.jpg,0,0,0,0,0,1,0,1,1,0,
GOPR5651.jpg,0,0,0,0,0,1,1,0,0,0,
GOPR5652.jpg,0,0,0,1,0,1,0,0,0,0,
GOPR5653.jpg,1,0,0,0,0,1,0,0,0,0,
GOPR5654.jpg,0,0,0,0,1,1,0,0,0,1,
GOPR5655.jpg,0,0,0,0,0,1,0,1,0,0,
GOPR5656.jpg,0,0,0,1,0,1,0,0,1,0,
GOPR5657.jpg,0,1,0,0,0,1,0,0,0,0,
GOPR5658.jpg,1,1,0,0,0,1,0,0,0,0,
GOPR5659.jpg,0,0,0,1,1,1,0,0,1,1,
GOPR5660.jpg,0,0,0,0,1,1,0,1,1,1,
GOPR5661.jpg,1,0,0,0,0,1,0,1,1,0,
GOPR5662.jpg,1,0,0,0,1,1,0,1,0,1,
GOPR5663.jpg,0,0,0,1,1,1,0,1,1,1,
GOPR5664.jpg,0,1,0,0,0,0,1,0,0,0,
GOPR5665.jpg,0,0,1,0,1,0,0,0,0,0,
GOPR5666.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5667.jpg,0,1,0,0,0,0,1,0,0,0,
GOPR5668.jpg,0,0,0,0,0,0,1,0,0,1,
GOPR5669.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5670.jpg,0,0,0,1,0,0,1,0,1,0,
GOPR5671.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5672.jpg,0,0,0,0,0,0,1,0,1,0,
GOPR5673.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5674.jpg,0,0,1,0,1,0,1,0,0,0,
GOPR5675.jpg,0,0,1,0,1,0,1,1,0,0,
GOPR5676.jpg,0,0,1,0,1,0,1,1,0,0,
GOPR5677.jpg,1,0,1,0,0,0,1,1,0,0,
GOPR5678.jpg,0,0,1,0,1,0,1,0,1,1,
GOPR5679.jpg,0,0,0,0,1,0,0,1,0,1,
GOPR5680.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5681.jpg,0,1,0,0,0,0,0,1,0,0,
GOPR5682.jpg,1,1,0,0,0,0,0,1,0,0,
GOPR5683.jpg,0,0,0,1,0,0,1,1,1,0,
GOPR5684.jpg,0,0,0,1,0,0,1,1,1,0,
GOPR5685.jpg,1,0,0,0,0,0,0,1,0,0,
GOPR5686.jpg,0,0,1,0,0,0,0,1,0,0,
GOPR5687.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5688.jpg,0,0,0,0,1,0,0,1,0,0,
GOPR5689.jpg,0,1,0,1,1,0,0,1,1,0,
GOPR5690.jpg,0,1,0,0,0,0,1,1,0,0,
GOPR5691.jpg,0,0,0,0,1,0,1,1,0,1,
GOPR5692.jpg,0,0,0,0,1,0,1,1,1,1,
GOPR5693.jpg,1,0,0,1,0,0,0,1,1,0,
GOPR5694.jpg,1,0,0,1,0,1,0,1,0,0,
GOPR5695.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5696.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5697.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5698.jpg,0,0,0,0,0,0,0,0,0,0,
GOPR5699.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5700.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5701.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5702.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5703.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5704.jpg,1,0,0,0,0,0,0,1,0,0,
GOPR5705.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5706.jpg,0,0,1,0,0,0,0,0,0,0,
GOPR5707.jpg,0,1,0,0,0,0,0,0,0,0,
GOPR5709.jpg,0,1,0,0,0,0,0,0,0,0,
GOPR5711.jpg,0,1,0,0,0,0,0,0,0,0,
GOPR5712.jpg,0,1,0,0,0,0,0,0,0,0,
GOPR5713.jpg,0,0,1,0,0,0,0,0,0,0,
GOPR5714.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5715.jpg,0,1,0,0,0,0,0,0,0,0,
GOPR5716.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5717.jpg,0,0,0,1,0,0,0,0,1,0,
GOPR5718.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5719.jpg,0,1,0,0,0,0,0,0,0,0,
GOPR5720.jpg,0,0,0,0,0,0,0,0,0,0,
GOPR5721.jpg,0,0,0,1,0,0,0,0,0,0,
GOPR5722.jpg,0,1,0,1,0,0,0,0,0,0,
GOPR5723.jpg,0,0,0,1,0,0,0,0,1,0,
GOPR5724.jpg,0,0,0,1,0,0,0,0,1,0,
GOPR5725.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5726.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5727.jpg,0,0,0,1,0,0,0,0,0,0,
GOPR5728.jpg,0,0,0,0,1,0,0,0,0,0,
GOPR5730.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5731.jpg,0,0,0,0,1,1,0,0,1,0,
GOPR5732.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5733.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5734.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5735.jpg,0,0,0,0,1,0,1,0,1,0,
GOPR5736.jpg,0,0,0,0,1,0,0,0,1,1,
GOPR5737.jpg,0,0,0,0,1,0,0,0,1,1,
GOPR5738.jpg,0,0,0,0,1,0,0,0,1,1,
GOPR5739.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5740.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5741.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5742.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5743.jpg,0,0,0,0,0,1,1,0,0,0,
GOPR5744.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5745.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5746.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5747.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5748.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5749.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5750.jpg,0,0,0,0,0,1,0,0,1,0,
GOPR5751.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5752.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5753.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5754.jpg,0,0,1,0,0,0,0,0,0,0,
GOPR5755.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5756.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5757.jpg,0,0,0,0,0,0,0,0,0,0,
GOPR5758.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5759.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5760.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5761.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5762.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5763.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5764.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5765.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5766.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5767.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5768.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5771.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5772.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5773.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5774.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5775.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5776.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5777.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5778.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5780.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5781.jpg,1,0,0,0,0,0,1,1,0,0,
GOPR5782.jpg,1,1,0,0,0,0,0,1,0,0,
GOPR5784.jpg,1,0,0,0,0,0,1,1,1,0,
GOPR5785.jpg,1,0,0,0,0,0,0,1,0,0,
GOPR5786.jpg,1,0,0,0,0,0,0,1,1,0,
GOPR5787.jpg,1,1,0,0,0,0,0,0,0,0,
GOPR5788.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5789.jpg,1,1,1,0,0,0,0,1,0,0,
GOPR5790.jpg,1,0,0,0,0,0,0,0,0,0,
GOPR5791.jpg,0,1,0,0,0,0,1,0,0,0,
GOPR5792.jpg,0,1,1,0,0,0,0,0,0,0,
GOPR5793.jpg,0,0,1,0,0,0,1,0,0,0,
GOPR5794.jpg,0,0,1,0,0,0,1,0,0,0,
GOPR5795.jpg,0,0,1,0,0,0,0,1,0,0,
GOPR5796.jpg,0,1,0,0,0,0,0,1,0,0,
GOPR5797.jpg,0,1,1,0,0,0,1,0,1,0,
GOPR5798.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5799.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5800.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5801.jpg,0,0,0,0,0,0,1,1,1,0,
GOPR5802.jpg,0,0,0,0,0,0,0,0,0,0,
GOPR5803.jpg,0,1,0,0,0,0,1,0,0,0,
GOPR5804.jpg,0,1,0,0,0,0,1,1,0,0,
GOPR5805.jpg,0,1,1,0,0,0,0,0,0,0,
GOPR5806.jpg,0,1,1,0,0,0,0,0,0,0,
GOPR5807.jpg,1,1,1,0,0,0,0,0,0,0,
GOPR5808.jpg,0,0,0,0,0,0,1,0,1,0,
GOPR5809.jpg,0,1,0,0,0,0,1,1,1,0,
GOPR5810.jpg,0,1,0,0,0,0,1,0,0,0,
GOPR5811.jpg,1,1,0,0,0,0,0,0,1,0,
GOPR5812.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5813.jpg,0,0,0,1,0,0,0,0,1,0,
GOPR5814.jpg,0,1,0,1,0,0,0,0,1,0,
GOPR5815.jpg,0,0,0,1,0,0,1,1,0,0,
GOPR5816.jpg,0,0,0,1,0,0,1,1,0,0,
GOPR5817.jpg,0,0,0,1,0,0,1,1,1,0,
GOPR5818.jpg,0,0,0,1,1,0,0,1,1,0,
GOPR5819.jpg,0,0,0,0,0,0,1,1,1,0,
GOPR5820.jpg,0,1,0,1,0,0,0,0,1,0,
GOPR5821.jpg,0,0,0,1,0,0,0,0,1,0,
GOPR5822.jpg,0,0,0,1,0,0,1,0,1,0,
GOPR5823.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5824.jpg,0,0,0,1,0,0,0,1,0,0,
GOPR5825.jpg,0,0,0,1,0,0,0,1,1,0,
GOPR5826.jpg,0,0,0,1,0,0,0,1,1,0,
GOPR5827.jpg,0,0,0,1,0,0,0,0,1,1,
GOPR5828.jpg,0,0,0,1,0,0,0,1,1,0,
GOPR5829.jpg,0,0,0,1,0,0,0,1,1,0,
GOPR5830.jpg,0,0,1,1,0,0,0,1,1,0,
GOPR5831.jpg,0,0,0,1,0,0,0,1,1,0,
GOPR5832.jpg,0,1,0,1,0,0,0,1,1,0,
GOPR5833.jpg,0,0,0,1,0,0,0,0,1,0,
GOPR5834.jpg,0,0,0,1,0,0,1,1,1,0,
GOPR5835.jpg,0,0,0,0,1,1,0,0,1,1,
GOPR5836.jpg,0,0,0,0,1,0,0,0,1,1,
GOPR5837.jpg,0,0,0,0,1,1,0,0,1,1,
GOPR5838.jpg,0,0,0,0,1,0,0,0,1,1,
GOPR5839.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5840.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5841.jpg,0,0,0,0,1,1,0,0,1,1,
GOPR5842.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5843.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5844.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5845.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5846.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5847.jpg,0,0,0,0,1,1,0,0,0,1,
GOPR5848.jpg,0,0,0,0,1,1,0,0,1,1,
GOPR5849.jpg,0,0,0,0,1,1,0,0,1,1,
GOPR5850.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5851.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5852.jpg,0,0,0,0,1,1,0,0,0,1,
GOPR5853.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5854.jpg,0,0,0,0,1,0,0,0,0,1,
GOPR5855.jpg,0,0,0,0,1,0,0,0,1,1,
GOPR5856.jpg,0,0,0,0,1,0,1,0,0,1,
GOPR5857.jpg,0,0,0,0,0,1,1,0,0,0,
GOPR5858.jpg,0,0,0,0,0,1,1,0,0,0,
GOPR5859.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5860.jpg,0,0,0,0,0,1,1,0,0,0,
GOPR5861.jpg,0,0,0,0,0,1,1,0,0,0,
GOPR5862.jpg,0,0,0,0,0,1,0,1,0,0,
GOPR5863.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5864.jpg,0,0,0,0,0,1,0,1,1,0,
GOPR5865.jpg,0,0,0,0,0,1,0,0,1,0,
GOPR5866.jpg,0,0,0,0,0,1,1,0,1,0,
GOPR5867.jpg,0,0,0,0,0,1,1,0,1,0,
GOPR5868.jpg,0,0,0,0,1,1,0,0,0,0,
GOPR5869.jpg,0,0,0,0,1,1,1,0,0,0,
GOPR5870.jpg,0,0,0,0,1,1,1,0,0,0,
GOPR5871.jpg,0,0,0,0,0,1,0,0,0,0,
GOPR5872.jpg,0,0,0,0,1,1,1,0,0,0,
GOPR5873.jpg,0,0,0,0,0,1,0,0,1,0,
GOPR5874.jpg,0,0,0,0,0,1,0,0,1,0,
GOPR5875.jpg,0,0,0,0,0,1,0,0,1,0,
GOPR5876.jpg,0,0,0,0,0,1,0,0,1,0,
GOPR5877.jpg,0,0,0,0,0,1,1,0,1,0,
GOPR5878.jpg,0,0,0,0,0,1,0,0,1,0,
GOPR5879.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5880.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5881.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5882.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5883.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5884.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5885.jpg,0,0,0,0,0,0,1,1,1,0,
GOPR5886.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5887.jpg,1,0,0,0,0,0,1,0,0,0,
GOPR5888.jpg,0,0,0,0,0,0,1,0,1,0,
GOPR5889.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5890.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5891.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5892.jpg,0,0,0,0,0,0,1,0,0,1,
GOPR5893.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5894.jpg,0,0,0,0,1,1,1,1,0,0,
GOPR5895.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5896.jpg,0,0,0,0,1,0,1,0,1,0,
GOPR5897.jpg,0,0,0,0,0,0,1,0,1,0,
GOPR5898.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5899.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5900.jpg,0,0,0,0,0,0,1,0,0,0,
GOPR5901.jpg,0,0,0,0,0,0,0,1,0,0,
GOPR5902.jpg,0,0,0,0,0,0,1,1,0,0,
GOPR5903.jpg,0,0,0,0,0,1,0,1,0,0,
GOPR5904.jpg,0,0,0,0,0,0,0,1,0,0,
